rank,RegionName,City,StateName,Metro,predicted_12m_appreciation
490,65674,Humansville,MO,"Springfield, MO",0.09666058
491,47040,Rising Sun,IN,"Cincinnati, OH-KY-IN",0.09664392
492,57790,Wall,SD,"Rapid City, SD",0.096634395
493,59225,Frazer,MT,,0.09663188
494,45506,Springfield,OH,"Springfield, OH",0.096629016
495,22610,Bentonville,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.09658657
496,73565,,OK,,0.09656694
497,78393,Woodsboro,TX,,0.09656438
498,46740,Geneva,IN,"Decatur, IN",0.096529394
499,40915,Bimble,KY,"London, KY",0.096496545
500,71260,Marion,LA,"Monroe, LA",0.09648875
501,38850,New Houlka,MS,"Tupelo, MS",0.0964605
502,65705,Marionville,MO,,0.09643913
503,73620,Arapaho,OK,"Weatherford, OK",0.096411094
504,46156,Milroy,IN,,0.09638695
505,65625,Cassville,MO,,0.096239336
506,46133,Glenwood,IN,"Connersville, IN",0.09620299
507,40828,Evarts,KY,,0.09619257
508,69346,Harrison,NE,"Scottsbluff, NE",0.0961346
509,8837,Edison,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.09611807
510,46791,Uniondale,IN,"Bluffton, IN",0.09602173
511,42743,Greensburg,KY,"Campbellsville, KY",0.0959878
512,13435,Prospect,NY,"Utica-Rome, NY",0.095981546
513,45334,Jackson Center,OH,"Sidney, OH",0.09594257
514,47336,Dunkirk,IN,"Muncie, IN",0.09580295
515,14742,Greenhurst,NY,"Jamestown-Dunkirk-Fredonia, NY",0.0957479
516,62903,Carbondale,IL,"Carbondale-Marion, IL",0.09574476
517,41274,Wittensville,KY,,0.095688194
518,38967,Winona,MS,"Greenwood, MS",0.095677316
519,55909,Adams,MN,"Austin, MN",0.09567457
520,61071,Rock Falls,IL,"Sterling, IL",0.095543414
521,26808,High View,WV,"Winchester, VA-WV",0.095487654
522,15043,Georgetown,PA,"Pittsburgh, PA",0.095449105
523,24740,Princeton,WV,"Bluefield, WV-VA",0.09543374
524,67523,Burdett,KS,,0.09542067
525,42350,Island,KY,"Owensboro, KY",0.09541916
526,42453,Saint Charles,KY,"Madisonville, KY",0.09540787
527,64401,Agency,MO,"St. Joseph, MO-KS",0.095381126
528,42045,Grand Rivers,KY,"Paducah, KY-IL",0.095348425
529,59401,Great Falls,MT,"Great Falls, MT",0.09534697
530,69123,Brady,NE,"North Platte, NE",0.09529649
531,64037,Higginsville,MO,"Kansas City, MO-KS",0.095293425
532,64504,Saint Joseph,MO,"St. Joseph, MO-KS",0.095292464
533,66776,Thayer,KS,,0.095241144
534,42635,Williamsburg,KY,,0.09519245
535,67056,Halstead,KS,"Wichita, KS",0.09516312
536,41311,Beattyville,KY,,0.09513961
537,39747,Kilmichael,MS,,0.095103525
538,61028,Elizabeth,IL,,0.09504641
539,38843,Fulton,MS,"Tupelo, MS",0.09499196
540,67650,Morland,KS,,0.094977066
541,65257,Higbee,MO,"Moberly, MO",0.09493318
542,59843,Helmville,MT,,0.09493022
543,25162,Pratt,WV,"Charleston, WV",0.09491447
544,61065,Poplar Grove,IL,"Rockford, IL",0.09491178
545,66531,Riley,KS,"Manhattan, KS",0.09490012
546,39666,Summit,MS,"McComb, MS",0.09485445
547,46714,Bluffton,IN,"Bluffton, IN",0.09478467
548,67853,Ingalls,KS,"Garden City, KS",0.0947775
549,67481,Sylvan Grove,KS,,0.09476963
550,12763,Mountain Dale,NY,,0.094738446
551,66712,Arma,KS,"Pittsburg, KS",0.09472113
552,67878,Syracuse,KS,,0.09471653
553,38925,Winona,MS,"Starkville, MS",0.09470421
554,65260,Excello,MO,"Moberly, MO",0.09470122
555,42782,Campbellsville,KY,"Campbellsville, KY",0.094687
556,51531,Elk Horn,IA,,0.094648786
557,57440,Frankfort,SD,,0.09458575
558,61614,Peoria,IL,"Peoria, IL",0.09450552
559,39041,Bolton,MS,"Jackson, MS",0.094456956
560,65281,Salisbury,MO,,0.09444152
561,53404,Racine,WI,"Racine, WI",0.094424
562,18421,Forest City,PA,"Scranton--Wilkes-Barre, PA",0.094392575
563,67751,Park,KS,,0.09428511
564,44638,Lakeville,OH,"Ashland, OH",0.09428507
565,93218,Earlimart,CA,"Visalia, CA",0.09423227
566,13640,,NY,"Watertown-Fort Drum, NY",0.09422518
567,46799,Zanesville,IN,"Bluffton, IN",0.09418893
568,66608,Topeka,KS,"Topeka, KS",0.09414081
569,44669,Paris,OH,"Canton-Massillon, OH",0.09410328
570,66937,Clifton,KS,,0.09409383
571,46076,Windfall,IN,,0.094075434
572,68322,Belvidere,NE,,0.0940734
573,67349,Howard,KS,,0.09405581
574,42348,Hawesville,KY,"Owensboro, KY",0.094048664
575,45303,Ansonia,OH,"Greenville, OH",0.09404717
576,42458,Spottsville,KY,"Evansville, IN-KY",0.0940011
577,54943,Hancock,WI,,0.09399821
578,15739,Indiana,PA,"Indiana, PA",0.093974575
579,50456,Manly,IA,"Mason City, IA",0.09396921
580,29081,Ehrhardt,SC,,0.09396778
581,46376,Schneider,IN,"Chicago-Naperville-Elgin, IL-IN-WI",0.09394562
582,54648,Norwalk,WI,,0.09393991
583,65690,Couch,MO,,0.09393319
584,52561,Fremont,IA,"Oskaloosa, IA",0.09388325
585,50449,Klemme,IA,,0.093883015
586,47933,Crawfordsville,IN,"Crawfordsville, IN",0.09382485
587,61285,Thomson,IL,,0.093788296
588,54302,Green Bay,WI,"Green Bay, WI",0.09376594
589,54448,Marathon,WI,"Wausau-Weston, WI",0.09374271
590,65548,Mountain View,MO,"West Plains, MO",0.09373258
591,65745,Seligman,MO,,0.09373204
592,46409,Gary,IN,"Chicago-Naperville-Elgin, IL-IN-WI",0.093714416
593,68341,De Witt,NE,"Beatrice, NE",0.09370682
594,45866,Montezuma,OH,"Celina, OH",0.09368643
595,63014,New Haven,MO,"St. Louis, MO-IL",0.09361472
596,40372,Salvisa,KY,,0.09359785
597,61523,Chillicothe,IL,"Peoria, IL",0.093596384
598,67009,Attica,KS,,0.09358998
599,14733,Falconer,NY,"Jamestown-Dunkirk-Fredonia, NY",0.09358433
600,42327,Calhoun,KY,"Owensboro, KY",0.09356564
601,54655,Soldiers Grove,WI,,0.09356027
602,64011,Bates City,MO,"Kansas City, MO-KS",0.09353994
603,57436,Doland,SD,,0.09351823
604,59477,Fairfield,MT,"Great Falls, MT",0.09351208
605,66093,Westphalia,KS,,0.09349486
606,54950,Marion,WI,"Shawano, WI",0.093470834
607,67653,Norcatur,KS,,0.09345873
608,68853,Loup City,NE,,0.093411826
609,52053,,IA,"Dubuque, IA",0.093392216
610,44626,East Sparta,OH,"Canton-Massillon, OH",0.09336604
611,66507,Maple Hill,KS,"Topeka, KS",0.0932892
612,46537,La Paz,IN,"Plymouth, IN",0.09326174
613,49052,Vicksburg,MI,"Kalamazoo-Portage, MI",0.09325121
614,45304,Arcanum,OH,"Greenville, OH",0.09323487
615,58523,Beulah,ND,"Bismarck, ND",0.093222946
616,7721,Cliffwood,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.09320056
617,46781,,IN,"Bluffton, IN",0.09316214
618,51570,Shelby,IA,"Omaha-Council Bluffs, NE-IA",0.09315898
619,25071,Elkview,WV,"Charleston, WV",0.09308939
620,17948,Mahanoy City,PA,"Pottsville, PA",0.09308191
621,60146,Kirkland,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.092977084
622,13061,Erieville,NY,"Syracuse, NY",0.09297208
623,80705,Log Lane Village,CO,"Fort Morgan, CO",0.09296648
624,46979,Russiaville,IN,"Kokomo, IN",0.09296399
625,64096,Waverly,MO,"Kansas City, MO-KS",0.09294893
626,52073,,IA,"Dubuque, IA",0.09289018
627,67484,,KS,"Salina, KS",0.09286621
628,46938,Jonesboro,IN,"Marion, IN",0.09286434
629,54455,Mosinee,WI,"Wausau-Weston, WI",0.092844784
630,64638,Dawn,MO,,0.09278576
631,40856,Pathfork,KY,"Middlesborough, KY",0.092782795
632,50274,Wiota,IA,,0.09275033
633,67671,Victoria,KS,"Hays, KS",0.092748724
634,39648,McComb,MS,"McComb, MS",0.09274072
635,95129,San Jose,CA,"San Jose-Sunnyvale-Santa Clara, CA",0.09271516
636,42436,Manitou,KY,"Madisonville, KY",0.0926751
637,65239,Cairo,MO,"Moberly, MO",0.09266631
638,62087,,IL,"St. Louis, MO-IL",0.092590064
639,58622,Belfield,ND,"Dickinson, ND",0.09255449
640,40358,Olympia,KY,"Mount Sterling, KY",0.092528835
641,69343,,NE,,0.09245916
642,54836,Foxboro,WI,"Duluth, MN-WI",0.09245353
643,68981,Upland,NE,,0.09244562
644,38683,Walnut,MS,"Corinth, MS",0.09240865
645,67854,Jetmore,KS,,0.09238135
646,39837,Colquitt,GA,,0.09235368
647,45340,Maplewood,OH,"Sidney, OH",0.09235329
648,42718,Campbellsville,KY,"Campbellsville, KY",0.09227802
649,39661,Roxie,MS,"Natchez, MS-LA",0.0922661
650,64454,Gower,MO,"Kansas City, MO-KS",0.09224559
651,6524,Bethany,CT,"New Haven-Milford, CT",0.0922199
652,47282,Vernon,IN,"North Vernon, IN",0.09219255
653,47520,Cannelton,IN,,0.09215614
654,61777,Clinton,IL,,0.092148796
655,78943,Glidden,TX,,0.092119195
656,52079,Zwingle,IA,"Dubuque, IA",0.0920837
657,53956,Randolph,WI,"Madison, WI",0.092046216
658,42234,Allensville,KY,,0.092026725
659,2807,New Shoreham,RI,"Providence-Warwick, RI-MA",0.092014104
660,56157,Lynd,MN,"Marshall, MN",0.09197754
661,40387,Wellington,KY,"Mount Sterling, KY",0.09197611
662,44647,Massillon,OH,"Canton-Massillon, OH",0.0919755
663,38725,Benoit,MS,"Cleveland, MS",0.09196606
664,6112,Hartford,CT,"Hartford-East Hartford-Middletown, CT",0.091919795
665,39095,Lexington,MS,"Jackson, MS",0.0918629
666,47471,Worthington,IN,"Bloomington, IN",0.091844864
667,54140,Little Chute,WI,"Appleton, WI",0.0918194
668,65255,Hallsville,MO,"Columbia, MO",0.09181776
669,29682,Six Mile,SC,"Greenville-Anderson, SC",0.09180301
670,49306,Belmont,MI,"Grand Rapids-Kentwood, MI",0.09179721
671,26757,Romney,WV,"Winchester, VA-WV",0.091602795
672,95117,San Jose,CA,"San Jose-Sunnyvale-Santa Clara, CA",0.091602355
673,67516,Bazine,KS,,0.09159935
674,12754,Liberty,NY,,0.09159001
675,59485,Cascade,MT,"Great Falls, MT",0.09158443
676,38856,Marietta,MS,"Tupelo, MS",0.09157447
677,6259,Pomfret Center,CT,"Worcester, MA-CT",0.0915735
678,81624,Collbran,CO,"Grand Junction, CO",0.091539755
679,39701,Columbus,MS,"Columbus, MS",0.09153423
680,41175,South Shore,KY,"Huntington-Ashland, WV-KY-OH",0.09142619
681,93204,Avenal,CA,"Hanford-Corcoran, CA",0.09141084
682,39189,,MS,,0.09140011
683,39083,Hazlehurst,MS,"Jackson, MS",0.09139647
684,14482,Le Roy,NY,"Batavia, NY",0.0913955
685,44814,Berlin Heights,OH,"Sandusky, OH",0.09134588
686,43343,Quincy,OH,"Bellefontaine, OH",0.09127862
687,13410,Nelliston,NY,"Amsterdam, NY",0.0912769
688,50058,Coon Rapids,IA,"Carroll, IA",0.09124656
689,42035,,KY,"Mayfield, KY",0.09124295
690,47387,Straughn,IN,"New Castle, IN",0.091241986
691,61025,East Dubuque,IL,,0.091206856
692,43532,Liberty Center,OH,,0.09117558
693,47357,Milton,IN,"Richmond, IN",0.09116391
694,68665,Spalding,NE,,0.09113358
695,59761,Wisdom,MT,,0.09110439
696,19526,Hamburg,PA,"Reading, PA",0.091092914
697,47885,West Terre Haute,IN,"Terre Haute, IN",0.09109211
698,54205,Casco,WI,"Green Bay, WI",0.09108354
699,29003,Bamberg,SC,,0.09108263
700,65559,Saint James,MO,"Rolla, MO",0.09099119
701,16504,Erie,PA,"Erie, PA",0.09094182
702,35204,Birmingham,AL,"Birmingham-Hoover, AL",0.09093544
703,81643,Mesa,CO,"Grand Junction, CO",0.090899035
704,45832,Convoy,OH,"Van Wert, OH",0.09088372
705,15692,Westmoreland City,PA,"Pittsburgh, PA",0.09086279
706,39160,Sallis,MS,,0.090846024
707,66035,Highland,KS,"St. Joseph, MO-KS",0.090833314
708,19137,Philadelphia,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.09080924
709,68326,Carleton,NE,,0.09078381
710,45310,Burkettsville,OH,"Celina, OH",0.0907545
711,41571,Varney,KY,,0.090699986
712,53504,Argyle,WI,"Madison, WI",0.090668514
713,47971,Oxford,IN,"Lafayette-West Lafayette, IN",0.09063253
714,65041,,MO,"St. Louis, MO-IL",0.090631254
715,14537,Port Gibson,NY,"Rochester, NY",0.09062517
716,40403,Berea,KY,"Richmond-Berea, KY",0.090620294
717,17034,Highspire,PA,"Harrisburg-Carlisle, PA",0.09061385
718,54414,Birnamwood,WI,"Shawano, WI",0.09060709
719,54441,Hewitt,WI,"Wisconsin Rapids-Marshfield, WI",0.09059315
720,13421,Oneida,NY,"Syracuse, NY",0.09052985
721,42031,Clinton,KY,,0.090529226
722,98034,Kirkland,WA,"Seattle-Tacoma-Bellevue, WA",0.090516254
723,41093,Flemingsburg,KY,,0.09051011
724,66857,Le Roy,KS,,0.0905085
725,67066,,KS,,0.090504766
726,68816,Archer,NE,"Grand Island, NE",0.09046567
727,68791,Wisner,NE,,0.09045974
728,41164,Olive Hill,KY,"Huntington-Ashland, WV-KY-OH",0.09044595
729,47978,Rensselaer,IN,"Chicago-Naperville-Elgin, IL-IN-WI",0.090416126
730,66725,Columbus,KS,,0.09040502
731,66523,Osage City,KS,"Topeka, KS",0.090403795
732,27941,Harbinger,NC,"Virginia Beach-Norfolk-Newport News, VA-NC",0.0903962
733,21679,Wye Mills,MD,"Easton, MD",0.0903858
734,50240,Saint Charles,IA,"Des Moines-West Des Moines, IA",0.09036145
735,53140,Kenosha,WI,"Chicago-Naperville-Elgin, IL-IN-WI",0.09035823
736,43357,West Liberty,OH,"Bellefontaine, OH",0.09023435
737,59024,Custer,MT,"Billings, MT",0.090232074
738,64459,Helena,MO,"St. Joseph, MO-KS",0.090148285
739,45819,Buckland,OH,"Wapakoneta, OH",0.09010835
740,41512,Ashcamp,KY,,0.09010309
741,95139,San Jose,CA,"San Jose-Sunnyvale-Santa Clara, CA",0.09006257
742,42207,Bee Spring,KY,"Bowling Green, KY",0.090011895
743,56167,Round Lake,MN,"Worthington, MN",0.089991584
744,67651,Natoma,KS,"Hays, KS",0.08998812
745,60085,Waukegan,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.08997501
746,4427,Corinth,ME,"Bangor, ME",0.089970745
747,63441,Frankford,MO,"Hannibal, MO",0.08995379
748,67732,Brewster,KS,,0.0899405
749,67450,Holyrood,KS,"Great Bend, KS",0.08990048
750,74343,Fairland,OK,"Miami, OK",0.08988527
751,56340,Holdingford,MN,"St. Cloud, MN",0.08988239
752,40461,Paint Lick,KY,"Richmond-Berea, KY",0.08986394
753,3771,Monroe,NH,"Lebanon, NH-VT",0.0898455
754,40923,Bimble,KY,"London, KY",0.089838535
755,47320,Albany,IN,"Muncie, IN",0.08970559
756,46988,Twelve Mile,IN,"Logansport, IN",0.08970453
757,3844,Hampton Falls,NH,"Boston-Cambridge-Newton, MA-NH",0.08967331
758,47303,Muncie,IN,"Muncie, IN",0.0896604
759,87740,Raton,NM,,0.08964896
760,45505,Springfield,OH,"Springfield, OH",0.08964518
761,39730,Aberdeen,MS,,0.08963751
762,82712,Beulah,WY,"Gillette, WY",0.08962424
763,95130,San Jose,CA,"San Jose-Sunnyvale-Santa Clara, CA",0.08961783
764,52039,Durango,IA,"Dubuque, IA",0.08961079
765,42280,Sharon Grove,KY,,0.08960661
766,54209,Egg Harbor,WI,,0.08960454
767,25502,Apple Grove,WV,"Point Pleasant, WV-OH",0.089601114
768,48759,Sebewaing,MI,,0.08959814
769,40009,Bradfordsville,KY,"Campbellsville, KY",0.089498915
770,65793,Willow Springs,MO,"West Plains, MO",0.08946476
771,82225,,WY,,0.089463525
772,68941,Glenvil,NE,"Hastings, NE",0.08944697
773,12167,Stamford,NY,"Albany-Schenectady-Troy, NY",0.08943237
774,61024,Durand,IL,"Rockford, IL",0.08941472
775,43318,De Graff,OH,"Bellefontaine, OH",0.08940925
776,88347,Sacramento,NM,"Alamogordo, NM",0.08940744
777,13409,Munnsville,NY,"Syracuse, NY",0.089397214
778,80741,Merino,CO,"Sterling, CO",0.08937625
779,68628,Clarks,NE,"Grand Island, NE",0.08935634
780,25635,Lyburn,WV,"Mount Gay-Shamrock, WV",0.08930187
781,47385,Spiceland,IN,"New Castle, IN",0.08927474
782,51510,Carter Lake,IA,"Omaha-Council Bluffs, NE-IA",0.08923502
783,44714,Canton,OH,"Canton-Massillon, OH",0.08916186
784,39192,West,MS,"Jackson, MS",0.089159235
785,25825,Cool Ridge,WV,"Beckley, WV",0.08914969
786,67020,Burrton,KS,"Wichita, KS",0.089140356
787,66521,,KS,"Manhattan, KS",0.08913591
788,51532,Elliott,IA,"Omaha-Council Bluffs, NE-IA",0.08909051
789,68741,Hubbard,NE,"Sioux City, IA-NE-SD",0.089088626
790,65711,Mountain Grove,MO,,0.08907741
791,63544,Greencastle,MO,"Kirksville, MO",0.08907147
792,46793,Waterloo,IN,"Auburn, IN",0.08906123
793,65263,Madison,MO,,0.08905936
794,52316,,IA,,0.089035116
795,44405,Campbell,OH,"Youngstown-Warren-Boardman, OH-PA",0.08901999
796,40949,Bimble,KY,"London, KY",0.08901228
797,42649,Strunk,KY,,0.089004554
798,12779,South Fallsburg,NY,,0.08897088
799,42330,Central City,KY,"Central City, KY",0.08896336
800,63469,Shelbyville,MO,,0.0889608
801,59443,Fort Shaw,MT,"Great Falls, MT",0.088951655
802,53924,Cazenovia,WI,,0.08892131
803,56019,Comfrey,MN,"New Ulm, MN",0.08891916
804,68838,Farwell,NE,"Grand Island, NE",0.08891861
805,54495,Wisconsin Rapids,WI,"Wisconsin Rapids-Marshfield, WI",0.08889498
806,39114,,MS,"Jackson, MS",0.088856235
807,67526,Ellinwood,KS,"Great Bend, KS",0.08884626
808,67869,Plains,KS,"Liberal, KS",0.088845335
809,7014,Clifton,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.08884296
810,17970,Saint Clair,PA,"Pottsville, PA",0.088831045
811,67882,Wright,KS,"Dodge City, KS",0.08878034
812,49766,Ossineke,MI,"Alpena, MI",0.08876325
813,28453,Magnolia,NC,,0.08876236
814,36370,Pansey,AL,"Dothan, AL",0.08874089
815,10024,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.08873793
816,68841,Giltner,NE,,0.08870771
817,18218,Coaldale,PA,"Pottsville, PA",0.088669054
818,26175,Sistersville,WV,,0.08866198
819,48822,Eagle,MI,"Lansing-East Lansing, MI",0.08862455
820,64671,Polo,MO,"Kansas City, MO-KS",0.08861852
821,93239,Huron,CA,"Fresno, CA",0.08861409
822,68864,Palmer,NE,"Grand Island, NE",0.08861074
823,58746,Kenmare,ND,"Minot, ND",0.08857248
824,48128,Dearborn,MI,"Detroit-Warren-Dearborn, MI",0.088568665
825,14125,Oakfield,NY,"Batavia, NY",0.08856641
826,39662,Ruth,MS,"Brookhaven, MS",0.088551745
827,59421,Cascade,MT,"Great Falls, MT",0.08854723
828,52140,Dorchester,IA,,0.08851998
829,6106,Hartford,CT,"Hartford-East Hartford-Middletown, CT",0.088456005
830,54443,Junction City,WI,"Stevens Point, WI",0.08843886
831,46104,Arlington,IN,,0.08843657
832,47940,Darlington,IN,"Crawfordsville, IN",0.08834768
833,43311,Bellefontaine,OH,"Bellefontaine, OH",0.08834024
834,54437,Greenwood,WI,,0.08832188
835,59474,Shelby,MT,,0.08829449
836,61534,Green Valley,IL,"Peoria, IL",0.08828019
837,13314,Brookfield,NY,"Syracuse, NY",0.088264555
838,40328,Gravel Switch,KY,"Danville, KY",0.08823785
839,19503,Bally,PA,"Reading, PA",0.08820431
840,17760,North Bend,PA,"Lock Haven, PA",0.08818266
841,56041,,MN,"New Ulm, MN",0.08816169
842,15067,New Eagle,PA,"Pittsburgh, PA",0.08816041
843,66076,Pomona,KS,"Ottawa, KS",0.088151135
844,6519,New Haven,CT,"New Haven-Milford, CT",0.08814579
845,53020,Rhine,WI,"Sheboygan, WI",0.08812642
846,17764,Renovo,PA,"Lock Haven, PA",0.08811331
847,52047,Farmersburg,IA,,0.08810507
848,44504,Youngstown,OH,"Youngstown-Warren-Boardman, OH-PA",0.08810331
849,42051,Hickory,KY,"Mayfield, KY",0.088093616
850,42236,Herndon,KY,"Clarksville, TN-KY",0.08808796
851,52201,Ainsworth,IA,"Iowa City, IA",0.08806071
852,68422,Pickrell,NE,"Beatrice, NE",0.08802328
853,49730,Elmira,MI,,0.08800827
854,11746,South Huntington,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.08800063
855,38126,Memphis,TN,"Memphis, TN-MS-AR",0.08795276
856,1330,Ashfield,MA,"Springfield, MA",0.087948956
857,39669,Woodville,MS,,0.08794894
858,67841,Ensign,KS,"Dodge City, KS",0.087887876
859,82727,Rozet,WY,"Gillette, WY",0.08786219
860,68340,Deshler,NE,,0.08785688
861,38659,Potts Camp,MS,"Memphis, TN-MS-AR",0.08785003
862,15027,Conway,PA,"Pittsburgh, PA",0.08784987
863,51027,Ireton,IA,,0.08784737
864,40442,Kings Mountain,KY,"Danville, KY",0.08784367
865,14510,Mount Morris,NY,"Rochester, NY",0.0878247
866,67546,Inman,KS,"McPherson, KS",0.08781465
867,12972,Peru,NY,"Plattsburgh, NY",0.0877957
868,84763,Rockville,UT,"St. George, UT",0.08776456
869,52257,Blairstown,IA,"Cedar Rapids, IA",0.08776112
870,46770,Markle,IN,"Bluffton, IN",0.08768762
871,82637,,WY,,0.08767781
872,53923,Cambria,WI,"Madison, WI",0.08766178
873,6239,Killingly,CT,"Worcester, MA-CT",0.087628484
874,67019,Burden,KS,"Winfield, KS",0.08759222
875,38652,New Albany,MS,,0.087574616
876,48701,Akron,MI,,0.08755326
877,19606,Reading,PA,"Reading, PA",0.08754588
878,61571,Washington,IL,"Peoria, IL",0.08754167
879,36343,Pansey,AL,"Dothan, AL",0.087523334
880,80722,Atwood,CO,"Sterling, CO",0.08748412
881,51557,Mondamin,IA,"Omaha-Council Bluffs, NE-IA",0.08747499
882,42025,,KY,"Clarksville, TN-KY",0.087470606
883,12574,Rhinecliff,NY,"Poughkeepsie-Newburgh-Middletown, NY",0.087464035
884,40175,Vine Grove,KY,"Elizabethtown-Fort Knox, KY",0.08745299
885,66413,Burlingame,KS,"Topeka, KS",0.08743489
886,47224,Madison,IN,"Madison, IN",0.08740031
887,49715,Brimley,MI,"Sault Ste. Marie, MI",0.08739497
888,54171,Sobieski,WI,"Green Bay, WI",0.08737288
889,57273,Waubay,SD,,0.08735612
890,47359,Montpelier,IN,"Bluffton, IN",0.08733953
891,7001,Avenel,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.087337375
892,47024,Laurel,IN,"Cincinnati, OH-KY-IN",0.087328225
893,87412,Blanco,NM,"Espa-¦ola, NM",0.08730249
894,42066,Mayfield,KY,"Mayfield, KY",0.08727754
895,67576,,KS,,0.08726154
896,65025,Clarksburg,MO,"Jefferson City, MO",0.08723338
897,68335,Davenport,NE,,0.08720521
898,68061,Tekamah,NE,,0.087158486
899,41049,Owingsville,KY,,0.08715179
900,42029,Calvert City,KY,,0.08713135
901,14551,Sodus,NY,"Rochester, NY",0.08712277
902,52144,,IA,,0.08712146
903,18505,Scranton,PA,"Scranton--Wilkes-Barre, PA",0.08711802
904,18240,Nesquehoning,PA,"Allentown-Bethlehem-Easton, PA-NJ",0.087107494
905,62863,,IL,,0.08709214
906,44010,Austinburg,OH,"Ashtabula, OH",0.08708336
907,54911,Appleton,WI,"Appleton, WI",0.087064795
908,13032,Canastota,NY,"Syracuse, NY",0.08703645
909,42339,Dunmor,KY,"Central City, KY",0.08700919
910,61008,Belvidere,IL,"Rockford, IL",0.087008536
911,13787,Harpursville,NY,"Binghamton, NY",0.08700252
912,41555,Kimper,KY,,0.08698579
913,48879,Saint Johns,MI,"Lansing-East Lansing, MI",0.086960725
914,54119,Dunbar,WI,"Marinette, WI-MI",0.08694789
915,10033,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.08690302
916,41301,Campton,KY,,0.086871326
917,42088,Wingo,KY,"Mayfield, KY",0.08686683
918,44620,Dellroy,OH,"Canton-Massillon, OH",0.08683609
919,87936,Garfield,NM,"Las Cruces, NM",0.08681197
920,46173,Rushville,IN,,0.086810306
921,8850,Milltown,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.08679498
922,63559,Novinger,MO,"Kirksville, MO",0.08679449
923,52765,New Liberty,IA,"Davenport-Moline-Rock Island, IA-IL",0.08677705
924,40312,Clay City,KY,,0.086730815
925,59405,Great Falls,MT,"Great Falls, MT",0.08672257
926,68464,Western,NE,,0.0867109
927,40211,Louisville,KY,"Louisville/Jefferson County, KY-IN",0.08670699
928,83524,Culdesac,ID,"Lewiston, ID-WA",0.08667788
929,40006,Bedford,KY,,0.08662051
930,54304,Green Bay,WI,"Green Bay, WI",0.08660972
931,55973,Sargeant,MN,"Austin, MN",0.08660277
932,47957,Medaryville,IN,"Chicago-Naperville-Elgin, IL-IN-WI",0.08660033
933,10014,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.08659791
934,68351,Exeter,NE,,0.08658703
935,7011,Clifton,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.08655844
936,61911,Arthur,IL,"Charleston-Mattoon, IL",0.08653843
937,82721,,WY,"Gillette, WY",0.08651376
938,40157,Payneville,KY,"Elizabethtown-Fort Knox, KY",0.0865089
939,11749,Islandia,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.086502425
940,24088,Ferrum,VA,"Roanoke, VA",0.08649953
